rank,accountid,rating
1,Merimides,8.87
2,FIvanovic,8.31
3,Wolder,7.66
4,sfonca,7.52
5,Silco,7.46
6,Hailrake,7.43
7,Sonix,7.36
8,Simkie,7.34
9,Hailrake,7.31
10,Nítram,7.28
11,DaAwsom1,7.2
12,МощныеШтаны,7.19
13,Sorak,7.17
14,CherryGarden,7.17
15,zhj5361193,7.03
16,abide,7
17,DoseofCoffee,6.99
18,LeiO,6.98
19,Eclairvert,6.98
20,Inveracious,6.96
21,andrescrack,6.94
22,Pusface,6.93
23,冷兔宝宝丨大笨熊,6.88
24,StarryNight,6.88
25,CIAOritian,6.87
26,Temuchin,6.81
27,Pyroball,6.77
28,RobbStark,6.71
29,CNChicken,6.7
30,Korrekt,6.7
31,sharknado,6.69
32,ForsakenX,6.68
33,TaylorSwift,6.66
34,BibleThump,6.66
35,Pursuer,6.65
36,Jiraiya,6.64
37,buffaloo,6.64
38,HalF,6.62
39,SuperLegend,6.62
40,RabbitColor,6.61
41,Killer,6.61
42,Grandmeister,6.61
43,NightShade,6.61
44,Incurro,6.58
45,GrUnT,6.58
46,billisgaici,6.57
47,EasternPower,6.56
48,uRopeMeRope2,6.56
49,troni,6.54
50,TepanAndera,6.53
51,Yaghadul,6.51
52,伏笔大师,6.5
53,redZ,6.49
54,VirtuozZ,6.48
55,Kampfaxt,6.47
56,chansformer,6.46
57,MsiProFost,6.46
58,TooFrisky,6.46
59,Bommy3,6.46
60,Lightshadow,6.46
61,Steorra,6.45
62,BHWZQXJ,6.45
63,bjns16,6.45
64,DarkKnight,6.42
65,Comewithme,6.42
66,蓝胖纸,6.41
67,KlotarN,6.41
68,РозовыйПони,6.41
69,chat25rank,6.4
70,DonFangshuo,6.39
71,Melkydad,6.38
72,Dracarys,6.38
73,est123,6.35
74,FauleElite,6.34
75,jape,6.34
76,Warx,6.33
77,隱祕魷魚,6.31
78,古怪獸人,6.29
79,Shagz,6.28
80,scarfy,6.26
81,NewSoul,6.25
82,Traviel,6.25
83,FSKbiggle,6.24
84,Denn,6.24
85,obelisk,6.23
86,Prray,6.23
87,Halo,6.22
88,EricCartman,6.22
89,Gunfighter,6.21
90,TheToyMaster,6.21
91,DJWCB,6.2
92,WjxsKwAa,6.2
93,bz002,6.2
94,HideOnSicily,6.2
95,WhiteNoise,6.18
96,Tommy,6.18
97,Ltivan,6.16
98,NeneTheZola,6.15
99,Uzi,6.15
100,小阯,6.13
101,levik,6.13
102,mifundi,6.13
103,dan,6.13
104,AppleZoom,6.13
105,bill,6.12
106,Inferno,6.12
107,kegui,6.1
108,RaVer,6.1
109,alxytt,6.09
110,言叶之庭,6.07
111,EgretFrost,6.07
112,woshishab,6.07
113,Grindanimal,6.07
114,Yuhhhhh,6.06
115,Psychogamer,6.06
116,炉石第一大帅逼,6.06
117,Alway4Tunate,6.05
118,Malyx,6.05
119,阿唯哥,6.03
120,fly,6.02
121,Dachuan,6.02
122,重生之我是军爷潮,6.02
123,Shroominator,6.02
124,さなだ,6
125,iRuo,6
126,Axebyte,6
127,Djeko,5.98
128,nikkrut4,5.98
129,IFGtrispear,5.97
130,JoinTrip,5.97
131,podhoofd,5.96
132,Danil5225,5.95
133,barry,5.95
134,Asocanonyme,5.95
135,KrJvzZNK,5.95
136,砰砰博士,5.95
137,Wildxxks,5.94
138,CQDD,5.93
139,Hooters,5.93
140,Dvl321,5.93
141,Nike10,5.93
142,Loki,5.91
143,Iaeriach,5.9
144,CJBeck,5.9
145,Febiven,5.9
146,Teasure,5.9
147,TaAccTikk,5.89
148,kxLtKwAa,5.88
149,LVGEfan,5.87
150,少点神秘,5.87
151,Dizzy,5.87
152,MHTHB,5.87
153,thcDream,5.87
154,伊蕾娜,5.87
155,AgentJ,5.86
156,qce,5.85
157,ThısIsMyRise,5.85
158,DukiTheBest,5.85
159,jialifu,5.83
160,Xeno101,5.82
161,Einstein,5.81
162,Вайпер,5.81
163,pabu,5.8
164,eviory,5.8
165,Hongoros,5.8
166,TraeYoung,5.79
167,DrSubZero,5.79
168,Beavertron,5.79
169,GameofThrow,5.79
170,OnyxSeal,5.78
171,MeowVanish,5.78
172,BlueMoose,5.78
173,Avaldon,5.78
174,WLan,5.78
175,Spongecake,5.78
176,KimWexler,5.77
177,幸运的雪茄盒,5.77
178,Breath,5.77
179,Merkman,5.77
180,Gkm,5.76
181,MuffinStorm,5.76
182,GrimHollow,5.76
183,raymond,5.75
184,Deepaaah,5.75
185,Arrival,5.75
186,Noz,5.74
187,Seleri,5.74
188,Alone,5.73
189,Eddy,5.73
190,Tandras,5.72
191,JohnTitorGT,5.72
192,cgR,5.72
193,Ex0d0,5.72
194,Ryan,5.72
195,stavrospap,5.71
196,Vadimiy,5.71
197,Isbul,5.71
198,Mesardion,5.71
199,WDL,5.7
200,MOMO,5.7
201,ShiningLexus,5.7
202,HUNTER,5.7
203,雞婆的綠色獾,5.7
204,MaxwellHunte,5.69
205,goust,5.69
206,夕云,5.69
207,AntonK,5.69
208,Karaso,5.68
209,SDub3RangZ,5.68
210,SS3,5.68
211,CrazyMage,5.67
212,mupp,5.67
213,aljoschar,5.67
214,Constantine,5.67
215,Soloking,5.66
216,МедлякКотик,5.66
217,KID,5.66
218,日区水果萌新,5.66
219,Ropz,5.65
220,Perceval,5.65
221,Adisan,5.65
222,Looper,5.65
223,lfwv,5.65
224,熱切的單寧色貓咪,5.64
225,hbxsxofvic,5.64
226,逸野,5.64
227,GGbond,5.64
228,mystical,5.64
229,Xzibit,5.64
230,蘇聯間諜記憶法,5.64
231,penguinod,5.63
232,Kaffekokarn,5.63
233,maxAd,5.62
234,BorisVanin,5.62
235,supercat,5.62
236,Bazza,5.61
237,Ludo,5.61
238,gexlly,5.6
239,AllMight,5.6
240,五味生,5.59
241,까망토리,5.59
242,ALDR,5.59
243,KyriosTzon,5.59
244,Schlese,5.58
245,un0,5.58
246,unkenny,5.57
247,xiaoenpaopao,5.57
248,Goldennight,5.57
249,BranderB,5.57
250,ForeverPladi,5.57
251,Fortun,5.57
252,azwui,5.57
253,BouncyBear,5.56
254,Astroyorg,5.55
255,Paffpaff,5.55
256,Ogroshs,5.55
257,Mith,5.55
258,Izzedevil,5.55
259,suli,5.55
260,EvilMuffins,5.55
261,g1yuu,5.54
262,Willem,5.54
263,strike,5.54
264,Malgorn,5.54
265,Dominion,5.54
266,Shiek,5.54
267,Fanboy,5.54
268,kRiUmXLI,5.54
269,elMajor,5.53
270,Nachtmahr,5.53
271,Paradox,5.52
272,Panda,5.52
273,MortalStrike,5.52
274,Mars,5.52
275,大きなワシ,5.52
276,Mrdahong,5.52
277,FTSOORYL,5.51
278,Thisisprobiz,5.51
279,SilentStorm,5.51
280,FreeHugz,5.51
281,MVPQIN,5.5
282,Anvil,5.5
283,Dozzy,5.5
284,Jim,5.5
285,RubySeal,5.5
286,GrumpyMonk,5.5
287,影子,5.49
288,LPH,5.49
289,Rootkit,5.49
290,HANK5233,5.48
291,Rayska,5.48
292,周达睿250,5.48
293,Warchief,5.47
294,Pain,5.46
295,Uzu,5.46
296,Hii,5.45
297,Fighttigers,5.45
298,serega,5.45
299,JakobVang,5.45
300,bygone,5.45
301,Feno,5.45
302,Bloodfire,5.45
303,Docent,5.45
304,Olafff,5.45
305,Hotel,5.44
306,秋天的风,5.44
307,Apache,5.44
308,care,5.44
309,idcletmeplay,5.44
310,MiXerr,5.44
311,Redline,5.44
312,WaddleDee,5.44
313,KissTheCook,5.44
314,HW4,5.43
315,Mayii,5.43
316,Danger,5.43
317,SIX,5.43
318,Akatosh,5.43
319,DeCay,5.43
320,BESTBROKER,5.43
321,BooDa,5.43
322,Wraziel,5.43
323,MADAFUTA,5.42
324,fish69,5.42
325,Aurelius,5.41
326,ss1987,5.41
327,seasonal,5.41
328,roymz,5.41
329,andrei,5.41
330,Император,5.41
331,SuperNova,5.41
332,dielange123,5.41
333,WizardofOss,5.41
334,DiYouTa,5.4
335,miweniqdnyn,5.4
336,HAKE,5.4
337,Oliver0579,5.4
338,JustOzz,5.4
339,MegaBug,5.4
340,fcuoj,5.39
341,xnfpt,5.39
342,zf73357,5.39
343,GoldenK,5.39
344,fedoramaster,5.39
345,ThreFreTres,5.39
346,Dynamo,5.39
347,Kurlanify,5.39
348,FearForce,5.39
349,Frosty,5.39
350,Zonik,5.39
351,Fanle,5.38
352,yilingsama,5.38
353,無忌,5.38
354,walker,5.38
355,RaSz,5.38
356,HeadHunt3r,5.38
357,TimeBandit,5.38
358,StrangeD,5.38
359,UpMaster321X,5.38
360,feixiang,5.37
361,cbejhodyof,5.37
362,Beast,5.37
363,STROGIY,5.37
364,GeneralJohny,5.37
365,Zhuch,5.37
366,MonaLisaAnn,5.36
367,炉石莫若,5.35
368,YXCCZ1424,5.35
369,ВитойМедведь,5.35
370,loy3e,5.35
371,Mathi,5.35
372,Caesar,5.34
373,刻晴,5.34
374,Leo,5.34
375,Bakeryinsh,5.34
376,Phi,5.34
377,amitie88,5.34
378,grossmaster,5.34
379,olesoko,5.34
380,十面埋伏,5.33
381,唐小夏母猪,5.33
382,Dawei,5.33
383,HuyaZiluo,5.33
384,Fun,5.33
385,MichelleStoc,5.33
386,babyratman,5.33
387,nxyrrd,5.33
388,Francis,5.33
389,EDGUzi,5.33
390,AZhe,5.32
391,Strangemove,5.32
392,MacSlayer,5.32
393,SeraPH,5.32
394,TyNi,5.32
395,Envoy,5.32
396,lion,5.31
397,xuanyuan,5.31
398,看我来通杀三服,5.31
399,pavo,5.31
400,Lewis,5.31
401,JohnTitor,5.3
402,MrCWL,5.3
403,炉石羁绊,5.3
404,JulianVH,5.3
405,InQuil,5.3
406,Makal,5.3
407,金银灵童百合子,5.3
408,PCPP,5.29
409,cembaba39,5.29
410,Feice,5.29
411,DiskoEugen,5.29
412,UntiltedMe,5.29
413,Aphex,5.29
414,moon,5.29
415,Hiei,5.29
416,SUNQWER,5.28
417,Inquisitor,5.28
418,SDP,5.28
419,Pommie,5.28
420,qikey,5.27
421,RepoMies,5.27
422,SkyLanseR,5.27
423,Hakkamage,5.27
424,John,5.26
425,朦朧的薄荷色竊賊,5.26
426,Lisa,5.26
427,SerhatT,5.26
428,SirFinley,5.26
429,Bimsr,5.26
430,CrazyBee,5.26
431,Ornis,5.26
432,Bascule,5.26
433,Jacke,5.26
434,Elainahusban,5.25
435,肆拾叁年望中猶記,5.25
436,JonBeckman,5.25
437,Sayonara,5.25
438,stefsheyd,5.25
439,NavyOgre,5.25
440,djwcb,5.24
441,TSEAyase,5.24
442,baptiste69,5.24
443,Ghenghar,5.24
444,AlmostCool,5.24
445,GreyWight,5.24
446,ropz,5.23
447,LFLxibi,5.23
448,yep,5.23
449,Umar,5.23
450,Rudiariy,5.23
451,Pendalum,5.23
452,Godlike,5.23
453,Fallen,5.23
454,loulan,5.23
455,Archeryyt,5.23
456,jeronimo42,5.23
457,Chyva4ok,5.22
458,DerKaiser,5.22
459,Maestro,5.22
460,jewish,5.22
461,江小白,5.21
462,ДитяШтормов,5.21
463,Erichss,5.21
464,winstonerule,5.21
465,xnasu,5.21
466,ARENA,5.2
467,FINESSE,5.2
468,CCSCC,5.2
469,葡萄哥,5.2
470,DeadlyMouse,5.2
471,Неудачник,5.2
472,PauloPaulson,5.2
473,Jixx,5.2
474,蛮力之裤,5.19
475,Cendres,5.19
476,轰炸外服,5.19
477,jay,5.19
478,ltzhujgkblh,5.19
479,Maciajko,5.19
480,Priest,5.19
481,Brrrrainiac,5.19
482,Shizofishin,5.19
483,Rhasta,5.19
484,Cenkay,5.19
485,Drago1,5.19
486,Cratos,5.19
487,CanCanNeed,5.18
488,btSalamandra,5.18
489,Vimeys,5.18
490,Juar,5.18
491,Kworb,5.18
492,solitary,5.18
493,Lans,5.18
494,Lostomvegas,5.18
495,fghj,5.17
496,Stephen,5.17
497,vnecqq,5.17
498,Krychu,5.17
499,ElPimpador,5.17
500,大賢者,5.17
501,IIJIaH4uK,5.17
502,DarthVader,5.17
503,Romanius,5.17
504,秀策君,5.17
505,巨大的摩卡色麋鹿,5.17
506,ANbJaMQq,5.17
507,Liquidator,5.17
508,MrDwyane,5.16
509,思念,5.16
510,梅凉星,5.16
511,tzdadbzrtpnw,5.16
512,АлексКу,5.16
513,Samper,5.16
514,friendly,5.16
515,KAPTOIIIKA,5.16
516,Klath,5.16
517,Txmvs,5.16
518,Ordophobus,5.16
519,WildWolf,5.16
520,Khornedbeef,5.16
521,wyl0618,5.15
522,自信的酒色鶴,5.15
523,LavaMoose,5.15
524,梦想在天边,5.15
525,McMerinor,5.15
526,AlexDix,5.15
527,OliverWright,5.15
528,Scanges,5.15
529,Alzander,5.15
530,STAIGZOR,5.15
531,Ablatiph,5.15
532,Ronzok,5.14
533,BLZSB,5.14
534,junwu,5.14
535,Ouro,5.14
536,cRKnife,5.14
537,Bloodbath,5.14
538,WściekłyWąż,5.14
539,Kuriositehti,5.14
540,聒噪的綠色駝鹿,5.13
541,FlaxSquid,5.13
542,DieDie,5.13
543,Zzz,5.13
544,Mati9404,5.13
545,jmek975,5.13
546,JRrealGallo,5.13
547,AdryKing,5.13
548,逗战圣佛,5.13
549,sabotage,5.12
550,master,5.12
551,XTianSinga,5.12
552,Tray,5.12
553,Conqueror,5.12
554,SleepyBear,5.12
555,GiantAxe,5.12
556,Arkadia,5.12
557,siraya,5.12
558,martinz0r,5.12
559,vayxg,5.11
560,aahph,5.11
561,Liu,5.11
562,Ppict,5.11
563,Sahne,5.11
564,Sayagin,5.11
565,paisubrasada,5.11
566,dogselle,5.1
567,空调安装工小洪,5.1
568,Watipah,5.1
569,Matomoun1,5.1
570,Melman,5.1
571,BlasterXT,5.1
572,Blitz,5.1
573,Bennykid,5.09
574,Zombie,5.09
575,CHINANB,5.09
576,Brucetong,5.09
577,youchang,5.09
578,Onmakabaka,5.09
579,nzy,5.09
580,mark86,5.09
581,bdarecords,5.09
582,Spike,5.09
583,Tree,5.08
584,Always,5.08
585,vhaltoohz,5.08
586,vivi,5.08
587,LinceVerde,5.08
588,Sasveng,5.08
589,KavirMangra,5.08
590,mclaud,5.08
591,bobson,5.08
592,CooVj,5.08
593,OverPower,5.08
594,Schimpafflon,5.08
595,DrBre,5.07
596,PINGFAN,5.07
597,ori,5.07
598,AlimZ,5.07
599,Taseott,5.07
600,ayylmao,5.07
601,NightKnight,5.07
602,Coden,5.06
603,dsdasfff,5.06
604,NOT,5.06
605,djwnb,5.06
606,ccxkqlwt,5.06
607,M1D1L,5.06
608,Scrape,5.06
609,Dorchen,5.06
610,greis,5.06
611,Bendis,5.06
612,Serginho,5.06
613,Vendex,5.06
614,AlexTTzer0,5.06
615,AnSwer,5.06
616,China,5.06
617,alexcai,5.06
618,Petrovi4,5.05
619,萌萌噠的鏟車,5.05
620,Lelouch,5.05
621,ChangHuiTa,5.05
622,Alan,5.05
623,djwcb,5.05
624,MarySays,5.05
625,魯夫就是我,5.05
626,MAO,5.05
627,Gintautas,5.05
628,lalecidede,5.05
629,Subzer0,5.05
630,Geroth,5.05
631,MindfulMoves,5.04
632,avkykh,5.04
633,Echo,5.04
634,Quatsch,5.04
635,Matvik,5.04
636,Ваче,5.04
637,princ,5.04
638,Turt,5.04
639,Xdonce,5.03
640,lzqlzqbyzy,5.03
641,hsgga,5.03
642,Gierigga,5.03
643,ygrick,5.03
644,Jasonchan,5.03
645,Zander811,5.03
646,nivoredi,5.03
647,OliverQueen,5.03
648,Marth0w,5.03
649,liorin,5.03
650,老攻,5.03
651,wtybill,5.03
652,天青色等烟雨,5.02
653,天亮讲晚安,5.02
654,baosheng2,5.02
655,昊语丶,5.02
656,blekanese,5.02
657,Grobhammer,5.02
658,Lusse,5.02
659,GOKU,5.02
660,JFKAvenger,5.02
661,HoldemruNET,5.02
662,balmora18,5.01
663,Dirk,5.01
664,Shaturyanin,5.01
665,Tiborga,5.01
666,Degen,5.01
667,只喝可乐的黑猫,5
668,WDGlele,5
669,pontagame,5
670,Zhulk,5
671,bhoykv,5
672,Estelle,5
673,Mew,5
674,XottabbI4,5
675,StripTeaser,5
676,thimish,5
677,Pollofry,5
678,KL1M41,5
679,ArthurSaber,5
680,Kenshobu,5
681,Blueridger,5
682,HADES,5
683,Blissful,5
684,Jaeck,5
685,当时只道是寻常,4.99
686,TSMDunkey,4.99
687,Zaladarus,4.99
688,Ƒreix,4.99
689,higi,4.99
690,mammature,4.99
691,Xenonter,4.99
692,AfeAmrit,4.99
693,fashfash123,4.99
694,sdjyce,4.99
695,Nipplestorm,4.98
696,Wtynojill,4.98
697,maoapoot,4.98
698,Karl,4.98
699,Sparkling,4.98
700,RóżanyOgr,4.98
701,Starman,4.98
702,Preys,4.98
703,adelkzn,4.98
704,Vitaox,4.98
705,tjbapnmm,4.98
706,JohnWilson,4.98
707,Lind,4.97
708,lightning,4.97
709,sahil,4.97
710,DeVertu,4.97
711,mapodoufu,4.97
712,ICBM,4.97
713,Тактотак,4.97
714,Prodigy,4.97
715,FRennY,4.97
716,yup1359,4.97
717,Perseverance,4.96
718,oroff,4.96
719,Cang,4.96
720,Nekit,4.96
721,Saffi,4.96
722,礼堂丁真丶,4.95
723,jackwent,4.95
724,ZRitterz,4.95
725,Cocobolo,4.95
726,UpgradedMoon,4.95
727,GGbenenfalls,4.95
728,Shion,4.95
729,DaveB,4.95
730,dill,4.95
731,raftn,4.95
732,Hazfrost,4.94
733,rDSzRCHg,4.94
734,波粒猫,4.94
735,dwinsad,4.94
736,dramaFace,4.94
737,LimeEast,4.94
738,pufflex,4.94
739,Chronos,4.94
740,cornel,4.94
741,Simplez,4.94
742,DonerKebab,4.94
743,UgaBuga,4.94
744,Zerakira,4.94
745,DrWhat,4.94
746,hz49,4.93
747,AgnesBrent,4.93
748,fibonacci,4.93
749,Wisdy,4.93
750,code176,4.93
751,КошачьяМята,4.93
752,Selfreligion,4.93
753,ТенеШторм,4.93
754,Reactor,4.93
755,Nerzuri,4.93
756,BeatrixDonal,4.92
757,Твійдід,4.92
758,Reyevan,4.92
759,MrAxelbant,4.92
760,morsranger,4.92
761,Sion,4.92
762,Lonovitch,4.92
763,Yuri,4.92
764,HyperGoner,4.91
765,旧梦,4.91
766,Godlike,4.91
767,semistro,4.91
768,atisimon,4.91
769,W1nchester,4.91
770,GuRU,4.91
771,neinhaupt,4.91
772,Данила,4.91
773,General,4.91
774,Mistcaller,4.91
775,三口一头猪,4.9
776,WardProwse,4.9
777,Torben,4.9
778,Ozzy,4.9
779,Revardoss,4.9
780,AmpeRus,4.9
781,Blackfyre,4.9
782,Glesies,4.9
783,mullac,4.9
784,P0LT3RCH3N,4.9
785,Meyra,4.9
786,DhrDennis,4.9
787,zEVz,4.9
788,黑猫,4.9
789,Merengue,4.9
790,Bodhidharma,4.89
791,Afa,4.89
792,CNcutyGiant,4.89
793,Silvold,4.89
794,allesisborat,4.89
795,MollyWater22,4.89
796,vadimlit,4.89
797,ChonkyWonki,4.89
798,Nahkapapu,4.89
799,I00in,4.89
800,Frost,4.89
801,madao,4.89
802,Kliz,4.89
803,GeoWizard,4.89
804,Styx,4.89
805,ZDGPL,4.88
806,BlackPuppy,4.88
807,solono,4.88
808,faeglas,4.88
809,csonkalacika,4.88
810,tau,4.88
811,Vadikus,4.88
812,Fasked,4.88
813,Stryhns,4.88
814,Deypa,4.88
815,润仙,4.88
816,lkaco,4.88
817,Dyeke,4.88
818,GoldName,4.87
819,qt02f,4.87
820,qwcrkb,4.87
821,Gateway,4.87
822,Pido,4.87
823,TheDrake,4.87
824,Kaktus,4.87
825,Nobile91,4.87
826,ShadowStorm,4.87
827,benq,4.87
828,TheGame,4.87
829,SAGE,4.87
830,Kirito,4.87
831,tibotapwned,4.87
832,Groomwall,4.87
833,Felicidad,4.87
834,poting,4.87
835,捐精武神,4.87
836,香草丶冰激凌,4.87
837,龙傲天,4.87
838,Huxep,4.87
839,Vandroopy,4.87
840,liubang,4.86
841,Liususu,4.86
842,yayi,4.86
843,OhBlax,4.86
844,Punk,4.86
845,Royalhelly,4.86
846,DieHard,4.86
847,TomTheKiller,4.86
848,GlaZzz,4.86
849,Origamist,4.86
850,ZheDude,4.86
851,이레이나,4.86
852,VESHA,4.86
853,wairixingdao,4.85
854,moshangs,4.85
855,kaiimpart,4.85
856,Ker,4.85
857,Dean,4.85
858,atakanisbir,4.85
859,MINKO,4.85
860,Godyearray,4.85
861,Claypot,4.85
862,GhostPants,4.84
863,DireRaven,4.84
864,ShadowDancer,4.84
865,飞凡,4.84
866,elguermo,4.84
867,RANGO,4.84
868,Krumbull,4.84
869,Lordroy,4.84
870,Yanngamer99,4.84
871,patzantre,4.84
872,Zabyvashka,4.84
873,maarastone,4.84
874,PieterVer,4.84
875,亡靈束褲,4.83
876,龙的传人,4.83
877,rookie,4.83
878,PurplePuppy,4.83
879,FreeWinner,4.83
880,PandaHS21,4.83
881,Chrishky,4.83
882,motoc24,4.83
883,Denali,4.83
884,Finster,4.83
885,Struggler,4.83
886,Nazarke,4.83
887,Irencius,4.83
888,Blackdis,4.83
889,HesuPeka,4.83
890,LegenDa,4.83
891,老帮,4.83
892,FIERWORK,4.82
893,DUjiang,4.82
894,tukinowa,4.82
895,forevermoon,4.82
896,IancuTryHard,4.82
897,戏游人生不服老,4.82
898,Muddycat,4.82
899,zeus222,4.82
900,Mortimer,4.82
901,Ltodotto,4.82
902,Zonder,4.82
903,dunya,4.82
904,Sibilla,4.82
905,Razu,4.82
906,Renji,4.82
907,BilgeKral,4.82
908,Ryudo,4.82
909,Lockheed,4.82
910,zaraki123,4.82
911,Ievel,4.82
912,vf91q6,4.82
913,uxaeptjkxjb,4.82
914,bluffing,4.82
915,that,4.81
916,looklook,4.81
917,woshiniba,4.81
918,effew,4.81
919,ЯркийМолот,4.81
920,joepimon,4.81
921,miketaishen,4.81
922,luser,4.81
923,ekmdmqbpsob,4.81
924,FizzyElf,4.81
925,Gavin,4.8
926,xiaocangshu,4.8
927,Ricardo,4.8
928,Destiny,4.8
929,ИскусныйЛоа,4.8
930,wwc,4.8
931,Vitamin,4.8
932,Kerenos,4.8
933,Gentian,4.8
934,Curtis,4.8
935,Ceca,4.8
936,Sapiosin,4.8
937,lexeEz,4.8
938,Erki,4.8
939,NaoSaejima,4.8
940,寻汨,4.8
941,Fisher,4.8
942,weiyishan,4.79
943,GatherKing,4.79
944,JedSN,4.79
945,Trax72,4.79
946,MattyAy,4.79
947,AMV,4.79
948,Zarik,4.79
949,Trick,4.78
950,OpalBeast,4.78
951,yilingsama,4.78
952,TURK,4.78
953,Rhademes,4.78
954,Ugh,4.78
955,Kabanosik,4.78
956,Скорпион,4.78
957,Nara,4.78
958,Liverbreizh,4.78
959,Jandris14,4.77
960,ofvr,4.77
961,SlothXc,4.77
962,zfoomrc,4.77
963,IVYSAUR,4.77
964,yingGG,4.77
965,guodong,4.77
966,엄청난멀록,4.77
967,Negative,4.77
968,SemisToriy,4.77
969,VaskeDeGama,4.77
970,Arebor,4.77
971,Weefsat,4.77
972,CandyPanda,4.77
973,EbxWbYjm,4.76
974,fkbibnwxue,4.76
975,HappyWood,4.76
976,lvgpnbqf,4.76
977,HanXu,4.76
978,Bobbywang,4.76
979,GRANDBLUE,4.76
980,Sanchez,4.76
981,clusterfunk,4.76
982,Lorgrim,4.76
983,idiolt,4.76
984,CrispMan,4.76
985,EHOTUK,4.76
986,Drus,4.76
987,P19seconds,4.76
988,Bruzelius,4.76
989,whine,4.76
990,美服割韭菜,4.76
991,jjbijlsma,4.75
992,blood,4.75
993,Aspirant,4.75
994,TrueSilver,4.75
995,Klingzilla,4.75
996,СынКоровы,4.75
997,LilleSkump,4.75
998,Skybander,4.75
999,Crazymage,4.75
1000,Vexac,4.75
1001,DatsDavio,4.75
1002,Ignacius,4.75
1003,Asdrubael,4.75
1004,FabiMN,4.75
1005,Drhill,4.75
1006,Paul,4.75
1007,teske,4.74
1008,AngiBuni,4.74
1009,Samoyed,4.74
1010,Jordan,4.74
1011,bieshizhan,4.74
1012,LuckyNumber,4.74
1013,nickzay,4.74
1014,murqfyc,4.74
1015,Dukalis,4.74
1016,Ferdidi,4.74
1017,Vaky,4.74
1018,Klantdunk,4.74
1019,Dargor,4.74
1020,dingvalue,4.74
1021,Ilma,4.74
1022,saganthedark,4.73
1023,tutull,4.73
1024,Vulnerable,4.73
1025,我是一个剽窃贼,4.73
1026,AHWxixi,4.73
1027,LanadelTOTO,4.73
1028,Puzzlebox,4.73
1029,Letimur,4.73
1030,Bayaka,4.73
1031,Seiko16,4.73
1032,Kszak,4.73
1033,TchiKbraH,4.73
1034,Luffy,4.73
1035,DedBDSM,4.73
1036,Zerase,4.73
1037,整齊的鐵鏽色獵犬,4.73
1038,AngryWang,4.73
1039,asher,4.72
1040,KonradJohn,4.72
1041,WANGQI,4.72
1042,全针小骸,4.72
1043,Rideadmus,4.72
1044,CloudMaster,4.72
1045,Oxmo76,4.72
1046,Samael,4.72
1047,SHoumEN,4.72
1048,coproc,4.72
1049,Maxeaux,4.72
1050,whisper,4.72
1051,罕見的暗紅色幽光,4.71
1052,JustineGary,4.71
1053,bill,4.71
1054,chopchopchop,4.71
1055,DzikiBizon,4.71
1056,SirFawzY,4.71
1057,juuso,4.71
1058,Zvik22,4.71
1059,Feidlimid,4.71
1060,eTTe,4.71
1061,stanly,4.71
1062,Asrid,4.71
1063,stealthsedg,4.71
1064,Doom,4.71
1065,DroperCZ,4.71
1066,LiX,4.71
1067,Pollumen,4.71
1068,DrJones,4.7
1069,asdagg,4.7
1070,NOV14th,4.7
1071,keneny,4.7
1072,刘奇,4.7
1073,ovreejaprqzz,4.7
1074,AvavaAvA,4.7
1075,OdenKozuki,4.7
1076,Arabong,4.7
1077,maffem,4.7
1078,Saroes,4.7
1079,jjc,4.7
1080,FlameYeti,4.7
1081,sunning,4.7
1082,Mammad,4.7
1083,TinyWan,4.7
1084,Compunction,4.69
1085,DJWCB,4.69
1086,DontKillMe,4.69
1087,Panda,4.69
1088,AngelRyn,4.69
1089,Smofie,4.69
1090,Nish,4.69
1091,Aquillius,4.69
1092,Loiso,4.69
1093,decastro,4.69
1094,RifleGood,4.69
1095,Oppon,4.69
1096,Riaff,4.69
1097,sabonis,4.69
1098,Talvihaltija,4.69
1099,Mega,4.68
1100,palading,4.68
1101,lssb,4.68
1102,胸怀大痣,4.68
1103,Frank,4.68
1104,obnolkmt,4.68
1105,Dobster,4.68
1106,alexjj,4.68
1107,Jull1,4.68
1108,Tzeentchit,4.68
1109,Dodje,4.68
1110,NAVEE,4.68
1111,Dancaster,4.68
1112,Felzak,4.68
1113,акелла,4.68
1114,Morsbøl,4.68
1115,DeHka,4.68
1116,ZuKo,4.68
1117,proutman,4.68
1118,goba,4.68
1119,KauBoy,4.68
1120,YYDS,4.68
1121,豆湯包,4.68
1122,SageEagle,4.68
1123,BigDaddy,4.67
1124,PrunellaSmit,4.67
1125,PiuPiuPiu567,4.67
1126,WaitForChina,4.67
1127,Sad,4.67
1128,Es1N,4.67
1129,LoneRanger,4.67
1130,NevermoreGOD,4.67
1131,LEGENDATOR,4.67
1132,RedTank,4.67
1133,Kyoki,4.67
1134,明天的啊,4.67
1135,UnholyBomb,4.67
1136,Baikal,4.67
1137,yxjhz2,4.67
1138,erjue,4.67
1139,MoonBlacked,4.67
1140,Pajazo,4.67
1141,qinbuleng,4.67
1142,seventeen,4.66
1143,dadshi,4.66
1144,MOmoMO,4.66
1145,Cloud,4.66
1146,goldeneye13,4.66
1147,MichaelMyers,4.66
1148,metony,4.66
1149,Magic,4.66
1150,SilentStorm,4.66
1151,SilentStorm,4.66
1152,Dymodeus,4.66
1153,Lasher,4.66
1154,Dofken,4.66
1155,Benholio,4.66
1156,Blomex,4.66
1157,RaketenIltis,4.66
1158,Ovv,4.65
